freq_GHz,S11_dB,S21_dB
4.559000000000000163e+00,-2.581059171868501423e+01,-1.979390745557491282e+00
4.571250000000000036e+00,-2.594209843048149011e+01,-1.983274087661265117e+00
4.583499999999999908e+00,-2.602852986203986418e+01,-1.987155510518769930e+00
4.595749999999999780e+00,-2.606909981591316594e+01,-1.991035021819038242e+00
4.607999999999999652e+00,-2.606344627134125957e+01,-1.994912629199899090e+00
4.620250000000000412e+00,-2.601163473282258209e+01,-1.998788340248453199e+00
4.632500000000000284e+00,-2.591415762430284175e+01,-2.002662162501544607e+00
4.644750000000000156e+00,-2.577192973458402747e+01,-2.006534103446222961e+00
4.657000000000000028e+00,-2.558627975608144567e+01,-2.010404170520207146e+00
4.669249999999999901e+00,-2.535893799519062597e+01,-2.014272371112334703e+00
4.681499999999999773e+00,-2.509202036793691803e+01,-2.018138712563014359e+00
4.693749999999999645e+00,-2.478800882893944646e+01,-2.022003202164664337e+00
4.706000000000000405e+00,-2.444972841471103564e+01,-2.025865847162157340e+00
4.718250000000000277e+00,-2.408032111363165129e+01,-2.029726654753245541e+00
4.730500000000000149e+00,-2.368321680428437048e+01,-2.033585632088994455e+00
4.742750000000000021e+00,-2.326210153095854594e+01,-2.037442786274204387e+00
4.754999999999999893e+00,-2.282088340975530016e+01,-2.041298124367826539e+00
4.767249999999999766e+00,-2.236365648064574785e+01,-2.045151653383377344e+00
4.779499999999999638e+00,-2.189466283983130879e+01,-2.049003380289348364e+00
4.791750000000000398e+00,-2.141825340266173328e+01,-2.052853312009607745e+00
4.804000000000000270e+00,-2.093884766003315789e+01,-2.056701455423798564e+00
4.816250000000000142e+00,-2.046089280049816495e+01,-2.060547817367737178e+00
4.828500000000000014e+00,-1.998882257618681280e+01,-2.064392404633799138e+00
4.840749999999999886e+00,-1.952701629300698372e+01,-2.068235223971306880e+00
4.852999999999999758e+00,-1.907975830444321019e+01,-2.072076282086908972e+00
4.865249999999999631e+00,-1.865119838361457738e+01,-2.075915585644959371e+00
4.877500000000000391e+00,-1.824531334012981887e+01,-2.079753141267889127e+00
4.889750000000000263e+00,-1.786587023676277397e+01,-2.083588955536571419e+00
4.902000000000000135e+00,-1.751639154617475569e+01,-2.087423034990690596e+00
4.914250000000000007e+00,-1.720012256996579225e+01,-2.091255386129100557e+00
4.926499999999999879e+00,-1.692000142141143115e+01,-2.095086015410178248e+00
4.938749999999999751e+00,-1.667863184952845046e+01,-2.098914929252178929e+00
4.950999999999999623e+00,-1.647825915583297984e+01,-2.102742134033583454e+00
4.963250000000000384e+00,-1.632074942654801930e+01,-2.106567636093441553e+00
4.975500000000000256e+00,-1.620757227235154829e+01,-2.110391441731711559e+00
4.987750000000000128e+00,-1.613978723531346660e+01,-2.114213557209601024e+00
5.000000000000000000e+00,-1.611803398874989313e+01,-2.118033988749894903e+00
