freq_GHz,S11_dB,S21_dB,Z0_ohm
1.848000000000000087e+00,-1.716668829799193929e+01,-7.685309840063695441e-01,5.028504732053567494e+01
1.854333333333333167e+00,-1.693189008586836763e+01,-7.703737356903355149e-01,5.016767111639191512e+01
1.860666666666666469e+00,-1.676088655151063733e+01,-7.722146002039408375e-01,5.008088717877084406e+01
1.866999999999999993e+00,-1.665701585171798271e+01,-7.740535858935659874e-01,5.002524491509350213e+01
1.873333333333333295e+00,-1.662243669192361750e+01,-7.758907010405045046e-01,5.000109658262577028e+01
1.879666666666666597e+00,-1.665809040007267328e+01,-7.777259538616886347e-01,5.000859505842564090e+01
1.885999999999999899e+00,-1.676368438850736098e+01,-7.795593525104040911e-01,5.004769287151674462e+01
1.892333333333333201e+00,-1.693769729441592986e+01,-7.813909050769958231e-01,5.011814250341527099e+01
1.898666666666666503e+00,-1.717740570853352722e+01,-7.832206195895623502e-01,5.021949795510763437e+01
1.905000000000000027e+00,-1.747893202250021716e+01,-7.850485040146406579e-01,5.035111757055874904e+01
1.911333333333333329e+00,-1.783731255425011852e+01,-7.868745662578811029e-01,5.051216809887600334e+01
1.917666666666666409e+00,-1.824658475454214113e+01,-7.886988141647133244e-01,5.070162996941253652e+01
1.923999999999999932e+00,-1.869989196250745422e+01,-7.905212555210021641e-01,5.091830374641407531e+01
1.930333333333333234e+00,-1.918960386977241939e+01,-7.923418980536935941e-01,5.116081772234700509e+01
1.936666666666666536e+00,-1.970745057673199341e+01,-7.941607494314536497e-01,5.142763660183597807e+01
1.943000000000000060e+00,-2.024466788575034215e+01,-7.959778172652958173e-01,5.171707122123520861e+01
1.949333333333333362e+00,-2.079215127864340218e+01,-7.977931091092018701e-01,5.202728924230143548e+01
1.955666666666666442e+00,-2.134061587322597831e+01,-7.996066324607321585e-01,5.235632675226933230e+01
1.961999999999999966e+00,-2.188075954865941952e+01,-8.014183947616293491e-01,5.270210069689256471e+01
1.968333333333333268e+00,-2.240342637366364542e+01,-8.032284033984115057e-01,5.306242206773948311e+01
1.974666666666666570e+00,-2.289976746633689331e+01,-8.050366657029591755e-01,5.343500976025858051e+01
1.981000000000000094e+00,-2.336139645944949095e+01,-8.068431889530929269e-01,5.381750501488137672e+01
1.987333333333333174e+00,-2.378053683985436706e+01,-8.086479803731434490e-01,5.420748634973952562e+01
1.993666666666666476e+00,-2.415015857342075023e+01,-8.104510471345142131e-01,5.460248489046168885e+01
2.000000000000000000e+00,-2.446410161513775705e+01,-8.122523963562354732e-01,5.499999999999999289e+01
